2020-06-03 01:00:37,344  WARN [Worker-19] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:02:31,938  WARN [Worker-16] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:02:31,938  WARN [Worker-16] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:09:48,330  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:09:48,330  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:10:28,787  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:10:28,787  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:16:38,986  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:16:38,986  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:16:54,600  WARN [Worker-12] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:16:54,600  WARN [Worker-12] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:27:05,662  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:27:05,662  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:29:40,992  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:29:40,992  WARN [Worker-11] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:33:37,989  WARN [Worker-18] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:33:37,989  WARN [Worker-18] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:34:10,129  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:34:10,129  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:34:25,709  WARN [Worker-18] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:34:25,710  WARN [Worker-18] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:34:29,470  WARN [Worker-18] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:34:29,470  WARN [Worker-18] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:34:49,808  WARN [Worker-16] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:34:49,808  WARN [Worker-16] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:35:52,865  WARN [Worker-22] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:35:52,865  WARN [Worker-22] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:37:47,422  WARN [Worker-12] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:37:47,422  WARN [Worker-12] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:37:58,687  WARN [Worker-12] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:37:58,688  WARN [Worker-12] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:38:01,858  WARN [Worker-18] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:38:01,858  WARN [Worker-18] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 01:38:39,104  WARN [Worker-12] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 01:38:39,104  WARN [Worker-12] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
